"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","31","82","43","15","57" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","32","68","46","12","57" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm","20","Seth Grimes","DEM","Y","61","132","77","21","91" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm","20","Pamela F. Luckett","DEM","Y","44","126","80","20","89" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","1","12","5","0","0" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","1","4","1","0","0" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","5","23","16","1","8" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","0","7","0","0","2" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","0","0","0" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","5","2","1","1" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","9","29","15","2","8" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","10","55","16","1","11" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","68","175","134","15","49" 
"16","Montgomery County","013-068","08","20","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","0","0","0","1" 
"16","Montgomery County","013-068","08","20","Comptroller","","Timothy J. Adams","DEM","","22","49","20","3","12" 
"16","Montgomery County","013-068","08","20","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","68","241","159","16","64" 
"16","Montgomery County","013-068","08","20","Attorney General","","Anthony G. Brown","DEM","Y","45","164","71","8","27" 
"16","Montgomery County","013-068","08","20","Attorney General","","Katie Curran O'Malley","DEM","","41","134","112","10","50" 
"16","Montgomery County","013-068","08","20","U.S. Senator","","Michelle L. Smith","DEM","","6","37","13","1","4" 
"16","Montgomery County","013-068","08","20","U.S. Senator","","Chris Van Hollen","DEM","Y","87","271","176","20","76" 
"16","Montgomery County","013-068","08","20","U.S. Congress","08","Andalib Odulate","DEM","","3","17","7","0","3" 
"16","Montgomery County","013-068","08","20","U.S. Congress","08","Jamie Raskin","DEM","Y","92","296","183","21","78" 
"16","Montgomery County","013-068","08","20","State Senator","20","Enoch Bevel","DEM","","5","27","10","1","5" 
"16","Montgomery County","013-068","08","20","State Senator","20","Will Smith","DEM","Y","86","267","172","20","70" 
"16","Montgomery County","013-068","08","20","House of Delegates","20","Lorig Charkoudian","DEM","Y","84","228","166","16","65" 
"16","Montgomery County","013-068","08","20","House of Delegates","20","David Moon","DEM","Y","82","256","162","18","69" 
"16","Montgomery County","013-068","08","20","House of Delegates","20","John Walsh","DEM","","8","56","14","2","8" 
"16","Montgomery County","013-068","08","20","House of Delegates","20","Jheanelle Wilkins","DEM","Y","77","244","150","16","64" 
"16","Montgomery County","013-068","08","20","County Executive","16","David T. Blair","DEM","","9","61","32","3","11" 
"16","Montgomery County","013-068","08","20","County Executive","16","Marc Elrich","DEM","Y","51","118","90","7","40" 
"16","Montgomery County","013-068","08","20","County Executive","16","Peter James","DEM","","2","8","1","0","1" 
"16","Montgomery County","013-068","08","20","County Executive","16","Hans Riemer","DEM","","31","123","67","11","27" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Gabe Albornoz","DEM","Y","43","119","93","13","42" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Brandy H. M. Brooks","DEM","","27","96","38","3","22" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Dana E. Gassaway","DEM","","8","47","10","3","4" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Evan Glass","DEM","Y","63","182","127","12","53" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Scott Evan Goldberg","DEM","","11","55","46","6","19" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Tom Hucker","DEM","","59","151","94","12","41" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Will Jawando","DEM","Y","79","225","142","18","55" 
"16","Montgomery County","013-068","08","20","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","42","151","91","12","36" 
"16","Montgomery County","013-068","08","20","County Council","004","Al Carr","DEM","","7","11","14","0","5" 
"16","Montgomery County","013-068","08","20","County Council","004","Amy Ginsburg","DEM","","16","39","42","2","9" 
"16","Montgomery County","013-068","08","20","County Council","004","Troy Murtha","DEM","","1","4","0","1","1" 
"16","Montgomery County","013-068","08","20","County Council","004","Kate Stewart","DEM","Y","68","240","115","17","55" 
"16","Montgomery County","013-068","08","20","County Council","004","John F. Zittrauer","DEM","","1","6","2","0","3" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","61","163","114","15","42" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","56","169","134","14","52" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","63","174","127","15","53" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","17","63","24","2","8" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","54","157","124","12","51" 
"16","Montgomery County","013-068","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","33","131","61","10","28" 
"16","Montgomery County","013-068","08","20","State's Attorney","16","Tom DeGonia","DEM","","16","27","23","1","7" 
"16","Montgomery County","013-068","08","20","State's Attorney","16","John McCarthy","DEM","Y","36","96","71","8","36" 
"16","Montgomery County","013-068","08","20","State's Attorney","16","Bernice Mireku-North","DEM","","13","78","36","3","19" 
"16","Montgomery County","013-068","08","20","State's Attorney","16","Perry Paylor","DEM","","21","69","39","5","7" 
"16","Montgomery County","013-068","08","20","Clerk Circuit Court","16","Alan S. Bowser","DEM","","21","77","42","2","17" 
"16","Montgomery County","013-068","08","20","Clerk Circuit Court","16","Karen Bushell","DEM","Y","51","154","95","16","42" 
"16","Montgomery County","013-068","08","20","Register of Wills","16","Joseph M. Griffin","DEM","Y","66","218","128","16","57" 
"16","Montgomery County","013-068","08","20","Sheriff","16","Robert Bass","DEM","","27","104","59","8","18" 
"16","Montgomery County","013-068","08","20","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","44","122","77","9","46" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","48","139","72","12","38" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","46","138","79","11","30" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","42","129","77","11","29" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","40","103","66","6","19" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","32","114","45","9","18" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","24","108","49","10","21" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","42","106","73","12","27" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","47","83","75","10","24" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","37","90","63","13","24" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","44","137","74","9","35" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","41","93","74","11","30" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm","20","Seth Grimes","DEM","Y","70","199","119","16","48" 
"16","Montgomery County","013-068","08","20","DEM Cent Comm","20","Pamela F. Luckett","DEM","Y","65","189","112","15","56" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","3","9","9","2","2" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","1","2","7","1","3" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","9","26","52","2","28" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","4","15","53","1","8" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","3","5","0","4" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","2","0","3","0","0" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","4","7","15","1","10" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","13","50","49","10","30" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","41","97","267","13","81" 
"16","Montgomery County","013-069","08","19","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","2","5","0","0" 
"16","Montgomery County","013-069","08","19","Comptroller","","Timothy J. Adams","DEM","","11","37","62","3","31" 
"16","Montgomery County","013-069","08","19","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","66","158","387","25","125" 
"16","Montgomery County","013-069","08","19","Attorney General","","Anthony G. Brown","DEM","Y","38","94","129","11","53" 
"16","Montgomery County","013-069","08","19","Attorney General","","Katie Curran O'Malley","DEM","","40","107","321","20","112" 
"16","Montgomery County","013-069","08","19","U.S. Senator","","Michelle L. Smith","DEM","","2","25","30","1","6" 
"16","Montgomery County","013-069","08","19","U.S. Senator","","Chris Van Hollen","DEM","Y","78","184","455","29","165" 
"16","Montgomery County","013-069","08","19","U.S. Congress","08","Andalib Odulate","DEM","","0","13","8","0","5" 
"16","Montgomery County","013-069","08","19","U.S. Congress","08","Jamie Raskin","DEM","Y","79","198","472","30","166" 
"16","Montgomery County","013-069","08","19","State Senator","19","Ben Kramer","DEM","Y","71","187","446","28","148" 
"16","Montgomery County","013-069","08","19","House of Delegates","19","Charlotte Crutchfield","DEM","Y","59","161","367","26","122" 
"16","Montgomery County","013-069","08","19","House of Delegates","19","Bonnie Cullison","DEM","Y","57","162","378","24","126" 
"16","Montgomery County","013-069","08","19","House of Delegates","19","Augustin Esquivar Saah","DEM","","3","28","49","5","18" 
"16","Montgomery County","013-069","08","19","House of Delegates","19","Vaughn Stewart","DEM","Y","57","157","321","21","116" 
"16","Montgomery County","013-069","08","19","County Executive","16","David T. Blair","DEM","","34","108","205","18","81" 
"16","Montgomery County","013-069","08","19","County Executive","16","Marc Elrich","DEM","Y","28","65","204","6","58" 
"16","Montgomery County","013-069","08","19","County Executive","16","Peter James","DEM","","1","3","3","0","1" 
"16","Montgomery County","013-069","08","19","County Executive","16","Hans Riemer","DEM","","16","36","63","5","27" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Gabe Albornoz","DEM","Y","36","99","222","20","86" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Brandy H. M. Brooks","DEM","","13","59","88","7","32" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Dana E. Gassaway","DEM","","12","49","70","4","13" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Evan Glass","DEM","Y","55","109","289","23","119" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Scott Evan Goldberg","DEM","","39","99","240","13","82" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Tom Hucker","DEM","","36","53","141","9","50" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Will Jawando","DEM","Y","53","99","237","20","85" 
"16","Montgomery County","013-069","08","19","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","24","81","206","13","56" 
"16","Montgomery County","013-069","08","19","County Council","005","Brian Anleu","DEM","","2","14","37","4","14" 
"16","Montgomery County","013-069","08","19","County Council","005","Fatmata Barrie","DEM","","7","21","58","8","20" 
"16","Montgomery County","013-069","08","19","County Council","005","Christopher Bolton","DEM","","2","7","17","1","7" 
